Date,stock,q_price,q_log_return,peRatio,marketCap,priceToSalesRatio,ptbRatio,enterpriseValueOverEBITDA,netIncomePerShare,roe,returnOnTangibleAssets,freeCashFlowPerShare,operatingCashFlowPerShare,currentRatio,debtToEquity,capexToOperatingCashFlow,grahamNumber,incomeQuality
2014-12-31,ETN,49.29167938232422,-0.20339247700343588,13.74406196213425,31941199999.999996,5.7396585804132965,2.023387811985303,60.62473604826546,1.2361702127659575,0.0368047637146839,0.044418960244648316,1.4680851063829787,2.008510638297872,1.5126050420168067,0.5722792347649817,-0.2690677966101695,30.564515547994006,1.6136752136752137
2015-03-31,ETN,53.80550765991211,0.08762054319071355,17.054252145922746,31789126000.0,6.086372965728509,2.0900148586456275,51.352951776649746,0.9959393032699295,0.030637738330046023,0.036318291637440575,-0.05984184654840778,0.1645650780081214,1.4013413342746206,0.6140696909927679,-1.3636363636363635,26.989558430818335,0.16488222698072805
2015-06-30,ETN,53.95433807373047,0.0027622628343166866,14.746880373831775,31558323999.999996,5.87459493670886,2.0033215260585284,44.900475869809206,1.1441402908468776,0.033961785056814575,0.042463687594253514,0.9366980325064157,1.2382378100940976,1.5118670886075949,0.5555132355741763,-0.24352331606217617,29.449320876419602,1.0822429906542057
2015-09-30,ETN,54.432743072509766,0.0088277698880459,13.374232062780267,23859630000.0,4.58574476263694,1.5527547832877782,41.27715938303342,0.9589335626746937,0.029025120395678772,0.035617313528190385,1.8297140399913998,2.0920232208127283,1.486078431372549,0.5643628790836913,-0.12538540596094552,26.69886278291563,2.1865168539325843
2015-12-31,ETN,41.069366455078125,-0.28170336563982357,11.283484962406014,24011256000.0,4.7481226023333996,1.5811442117740024,52.60172549019608,1.153012570437798,0.035032266561306466,0.04610851100710695,1.3090593844820113,1.6081491114000868,1.4304864864864866,0.5563677070986435,-0.18598382749326145,29.220738167897256,1.3895131086142323
2016-03-31,ETN,42.8160285949707,0.04165003049131233,17.75372277227723,28690016000.0,5.960942447537918,1.8487026225916618,50.54920218579235,0.8809419973833406,0.02603260519363361,0.03353253652058433,0.56694286960314,0.8089838639337112,1.3964555953803266,0.5570590888588183,-0.2991913746630728,25.898806912700728,0.9205955334987593
2016-06-30,ETN,52.714351654052734,0.20797521351165438,13.898477596741344,27296610000.0,5.37334842519685,1.7817630548302872,41.92844786729858,1.074398249452954,0.03204960835509139,0.0412293223612394,1.3347921225382933,1.6301969365426696,1.4173588039867109,0.5492167101827676,-0.18120805369127516,28.46722852248696,1.5142276422764227
2016-09-30,ETN,50.36077880859375,-0.04567507199261911,14.257059751434033,29825768999.999996,5.980703629436534,1.9362353284861074,43.65753641618497,1.152236175369024,0.03395222020254479,0.0431731880468879,1.5377836527869575,1.7580964970257766,1.5423286180631122,0.5473902882368216,-0.12531328320802004,29.66188014567675,1.528735632183908
2016-12-31,ETN,55.53459930419922,0.0977935635173166,14.992085813492064,30224045000.0,6.209994863365523,2.028867892864335,61.32155896607431,1.118756936736959,0.033832315231254614,0.0430622009569378,1.0810210876803552,1.416204217536071,1.2654512306289882,0.5556152245418541,-0.23667711598746083,28.851017941975698,1.2559055118110236
2017-03-31,ETN,58.32329559326172,0.04899535750560613,19.25840277777778,33278520000.000004,6.864381188118813,2.1955875173187307,55.02602666666667,0.9625668449197861,0.02850168239097447,0.03638201111672562,0.7731729055258467,1.0316399286987523,1.255173654849739,0.5418618460117437,-0.2505399568034557,27.044995251201158,1.0717592592592593
2017-06-30,ETN,63.63609313964844,0.08717921666870865,16.861907281553396,34735529000.0,6.768419524551832,2.233508809156379,50.1498006993007,1.1539323325117634,0.033114711934156375,0.04130905590759605,0.9948465157965494,1.2861304055568004,1.1867173878586146,0.5533050411522634,-0.2264808362369338,30.078841869210255,1.1124031007751938
2017-09-30,ETN,67.75873565673828,0.06277257945733705,6.073490707648321,33987254000.000004,6.522213394741893,2.0482886759476893,46.3225761589404,3.1608676005422502,0.08431266196588923,0.10118617098220743,1.4572977858111162,1.6945323090826931,1.4320338983050847,0.5286566624480202,-0.14,51.63583011824787,0.536097212294496
2017-12-31,ETN,67.60447692871094,-0.0022791834185671433,13.717706230283913,34788103000.0,6.673336466525993,2.01635095345737,59.968718571428575,1.4399273222802635,0.03674723236538573,0.046052153700878916,1.6125369066545536,1.9963661140131728,1.6456848772763262,0.44925520199385616,-0.19226393629124006,35.63030284329203,1.375586854460094
2018-03-31,ETN,69.26519775390625,0.02426837552732053,17.963375,35064508000.0,6.677681965339935,2.0311943462897526,67.1252094488189,1.112123974475843,0.028268551236749116,0.03545480964835804,0.4740200546946217,0.7725615314494074,1.5064862861378798,0.45629380756531307,-0.3864306784660767,31.375646726582836,0.6960985626283368
2018-06-30,ETN,68.7971420288086,-0.006780379341891241,13.330675409836065,32526847999.999996,5.927983962092218,1.9488824445775912,40.40025075834176,1.4016544117647058,0.03654883163571001,0.045563190917239316,0.8042279411764706,1.1465992647058822,1.468906627065157,0.4604553624925105,-0.2985971943887776,34.77726768789266,0.8166939443535188
2018-09-30,ETN,66.9599609375,-0.027067360987151012,22.782196514423077,37909575000.0,7.004725609756098,2.2627178584218695,44.64897908366534,0.9596309111880046,0.02482989136922526,0.03129231232134798,2.0046136101499425,2.306805074971165,1.4936396430605658,0.4324340456010505,-0.131,28.88737492524163,2.4038461538461537
2018-12-31,ETN,78.14823150634766,0.1545125843237365,11.694506339144215,29516934000.0,5.407022165231727,1.8325531756379212,46.40774494949495,1.4677832053966038,0.039175513751784935,0.04884657067657532,1.5491974877878576,1.9074203303093742,1.4726426076833528,0.46693983982119575,-0.1878048780487805,35.17594899625768,1.2974683544303798
2019-03-31,ETN,61.31218719482422,-0.24262879163889206,16.70007662835249,34869760000.0,6.572999057492932,2.148078605310171,63.43760837070254,1.2311320754716981,0.03215671779708002,0.03844737423584002,0.9481132075471698,1.2995283018867925,1.465001891789633,0.4849996919854617,-0.27041742286751363,32.565672294157416,1.0555555555555556
2019-06-30,ETN,74.14271545410156,0.19001318758984542,13.784861635220127,35068688000.0,6.338096511838063,2.150661596958175,42.12689628180039,1.50853889943074,0.03900404758984423,0.04537995005351409,1.7338709677419355,2.0872865275142316,1.8260674157303372,0.5149638169998774,-0.1693181818181818,36.23205222504574,1.3836477987421383
2019-09-30,ETN,75.64585876464844,0.020070873610555928,14.409438435940102,34640290000.0,6.518684606699285,2.1857830641090357,42.5303507014028,1.442630820931349,0.03792276627965674,0.043234299690669734,2.256361017762842,2.599615938550168,1.7189444325252092,0.5271327612317012,-0.13204062788550322,35.13957145190551,1.7990033222591362
2019-12-31,ETN,74.12174224853516,-0.02035378977308433,21.668247787610618,39176192000.0,7.479227185948836,2.4360273597811215,81.12682393162393,1.0928433268858802,0.028105956970526053,0.030725307592957652,1.9124758220502902,2.2654738878143132,1.700701480904131,0.5380549682875264,-0.15581643543223053,30.92074685570604,2.068432671081678
